colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,mxconmod,patvis,pats_null,colid,mod,ccd,name,cid,ddomain,mxfacts,valueflag_cd,tval_char,colcd,valtype_cd,c_info,c_icd9,c_icd10,c_icd9pcs,c_icd10pcs,c_cpt,c_loinc,standard_code,c_hospinfect,c_decubulcer,c_endometab,c_thromb,c_cardiac,c_respiratory,c_hemorrhage,c_drugadverse,c_fluidmgmt,c_mother,c_fetus,c_surgcomp,c_hosptrauma,c_anaesthesia,c_delirium,c_cns,c_gastro,c_severe,c_psi,dispname,comment_persistant,rename,c_patdata,c_vitals,c_visdata,c_death,c_respillness,c_falls,c_exposescreen,c_corona,c_vent,c_multicode,c_diabetes,c_override_keep,dispname_short,c_mainresponse,c_response,c_truefalse,c_predictor,c_integer,c_numeric,c_special,c_agingpaper,c_safetypaper,c_safetypapernew,c_fampractice,components
v089_Eschrch_elswhr,_Eschrch_elswhr,,9,1,1,,312334,1,11,14835,v089_Eschrch_elswhr,1,3,B96.2 - Escherichia coli [E. coli ] as the cause of diseases classified elsewhere,89,ICD10,1,,,v089,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:B96.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v090_mrbls_elswhr_tf,_mrbls_elswhr_tf,v090_mrbls_elswhr,2,1,1,,312342,1,3,14842,v090_mrbls_elswhr,1,1,B96.4 - Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere,90,ICD10,1,,,v090,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:B96.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v090_mrbls_elswhr,_mrbls_elswhr,,2,1,1,,312342,1,3,14842,v090_mrbls_elswhr,1,1,B96.4 - Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere,90,ICD10,1,,,v090,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:B96.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v091_Hlcbctr_elswhr_tf,_Hlcbctr_elswhr_tf,v091_Hlcbctr_elswhr,19,1,2,,312314,3,31,14825,v091_Hlcbctr_elswhr,3,1,B96.81 - Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere,91,ICD10,3,,,v091,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:B96.81,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v091_Hlcbctr_elswhr,_Hlcbctr_elswhr,,19,1,2,,312314,3,31,14825,v091_Hlcbctr_elswhr,3,1,B96.81 - Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere,91,ICD10,3,,,v091,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:B96.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v093_Crnvrs_elswhr_tf,_Crnvrs_elswhr_tf,v093_Crnvrs_elswhr,2,1,1,,312343,1,2,14842,v093_Crnvrs_elswhr,1,1,B97.2 - Coronavirus as the cause of diseases classified elsewhere,93,ICD10,1,,,v093,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:B97.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,
v093_Crnvrs_elswhr,_Crnvrs_elswhr,,2,1,1,,312343,1,2,14842,v093_Crnvrs_elswhr,1,1,B97.2 - Coronavirus as the cause of diseases classified elsewhere,93,ICD10,1,,,v093,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:B97.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v094_Rsprtr_elswhr_tf,_Rsprtr_elswhr_tf,v094_Rsprtr_elswhr,16,1,2,,312326,3,19,14828,v094_Rsprtr_elswhr,4,1,B97.4 - Respiratory syncytial virus as the cause of diseases classified elsewhere,94,ICD10,3,,,v094,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:B97.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v094_Rsprtr_elswhr,_Rsprtr_elswhr,,16,1,2,,312326,3,19,14828,v094_Rsprtr_elswhr,4,1,B97.4 - Respiratory syncytial virus as the cause of diseases classified elsewhere,94,ICD10,3,,,v094,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:B97.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v095_BN_CRTNN_ptnts_mn,_BN_CRTNN_ptnts_mn,v095_BN_CRTNN_ptnts,217,3,3,1,311925,1,420,14627,v095_BN_CRTNN_ptnts,,1,BUN/CREATININE RATIO,95,LOINC,3,2,,v095,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:BUN/CREATININE RATIO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v095_BN_CRTNN_ptnts,_BN_CRTNN_ptnts,,217,3,3,1,311925,1,420,14627,v095_BN_CRTNN_ptnts,,1,BUN/CREATININE RATIO,95,LOINC,3,2,,v095,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:BUN/CREATININE RATIO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v096_Indx__ptnts_mn,_Indx__ptnts_mn,v096_Indx__ptnts,10297,1,4,1,217079,1,95266,4547,v096_Indx__ptnts,,1,Body Mass Index,96,PAT_ENC,4,,,v096,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PAT_ENC:Body Mass Index,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
v096_Indx__ptnts,_Indx__ptnts,,10297,1,4,1,217079,1,95266,4547,v096_Indx__ptnts,,1,Body Mass Index,96,PAT_ENC,4,,,v096,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PAT_ENC:Body Mass Index,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v097_CHLRD__ptnts_mn,_CHLRD__ptnts_mn,v097_CHLRD__ptnts,6202,1,34,1,269024,1,43321,8642,v097_CHLRD__ptnts,,1,CHLORIDE,97,LOINC,34,3,,v097,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,LOINC:CHLORIDE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v097_CHLRD__ptnts,_CHLRD__ptnts,,6202,1,34,1,269024,1,43321,8642,v097_CHLRD__ptnts,,1,CHLORIDE,97,LOINC,34,3,,v097,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LOINC:CHLORIDE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v099_fcts_ptnts_cd,_fcts_ptnts_cd,v099_fcts_ptnts,12,1,1,,312331,1,14,14832,v099_fcts_ptnts,1,1,COVID-19 RFV BASE,99,BPA_LOCATOR_ID,1,,,v099,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BPA_LOCATOR_ID:COVID-19 RFV BASE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Not sure if RFV means suspected COVID-19 or confirmed,v_covid_rfv,,,,,,,,,,,,,,,,,,,,,,,,,
v099_fcts_ptnts,_fcts_ptnts,,12,1,1,,312331,1,14,14832,v099_fcts_ptnts,1,1,COVID-19 RFV BASE,99,BPA_LOCATOR_ID,1,,,v099,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BPA_LOCATOR_ID:COVID-19 RFV BASE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v100_Dprtmnt__ptnts_cd,_Dprtmnt__ptnts_cd,v100_Dprtmnt__ptnts,14008,1,1,,86214,7,226131,836,v100_Dprtmnt__ptnts,,88,Clinical Service Department,100,VISITDETAIL|SPEC,7,,,v100,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,VISITDETAIL|SPEC:Clinical Service Department,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
v100_Dprtmnt__ptnts_cd,_Dprtmnt__ptnts_cd,v100_Dprtmnt__ptnts,14008,1,1,,86214,7,226131,836,v100_Dprtmnt__ptnts,,88,Clinical Service Department,100,VISITDETAIL|SPEC,7,,,v100,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,VISITDETAIL|SPEC:Clinical Service Department,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,v_department,,,,,,,,,,TRUE,,,,,,,,,,,,,,,
v100_Dprtmnt__ptnts,_Dprtmnt__ptnts,,14008,1,1,,86214,7,226131,836,v100_Dprtmnt__ptnts,,88,Clinical Service Department,100,VISITDETAIL|SPEC,7,,,v100,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,VISITDETAIL|SPEC:Clinical Service Department,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v101_psthmrhgc_tf,_psthmrhgc_tf,v101_psthmrhgc,18,1,1,,312324,1,21,14826,v101_psthmrhgc,2,1,D62 - Acute posthemorrhagic anemia,101,ICD10,1,,,v101,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:D62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v101_psthmrhgc,_psthmrhgc,,18,1,1,,312324,1,21,14826,v101_psthmrhgc,2,1,D62 - Acute posthemorrhagic anemia,101,ICD10,1,,,v101,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:D62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v102_antcglnts_tf,_antcglnts_tf,v102_antcglnts,2,1,1,,312343,1,2,14842,v102_antcglnts,1,1,D68.3 - Hemorrhagic disorder due to circulating anticoagulants,102,ICD10,1,,,v102,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:D68.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v102_antcglnts,_antcglnts,,2,1,1,,312343,1,2,14842,v102_antcglnts,1,1,D68.3 - Hemorrhagic disorder due to circulating anticoagulants,102,ICD10,1,,,v102,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:D68.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v104_Prsr__ptnts_mn,_Prsr__ptnts_mn,v104_Prsr__ptnts,10483,1,103,1,181980,1,130365,4361,v104_Prsr__ptnts,,1,Diastolic Blood Pressure,104,PAT_ENC,103,2,,v104,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PAT_ENC:Diastolic Blood Pressure,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,v_diastolic,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
v104_Prsr__ptnts,_Prsr__ptnts,,10483,1,103,1,181980,1,130365,4361,v104_Prsr__ptnts,,1,Diastolic Blood Pressure,104,PAT_ENC,103,2,,v104,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PAT_ENC:Diastolic Blood Pressure,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v105_Dspstn__ptnts_cd,_Dspstn__ptnts_cd,v105_Dspstn__ptnts,12048,1,1,,165106,2,147239,2796,v105_Dspstn__ptnts,,3,Discharge Disposition,105,DischDisp,2,,,v105,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DischDisp:Discharge Disposition,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,DischDisp:E = deceased (expired),v_dischdsp,,,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,
v105_Dspstn__ptnts,_Dspstn__ptnts,,12048,1,1,,165106,2,147239,2796,v105_Dspstn__ptnts,,3,Discharge Disposition,105,DischDisp,2,,,v105,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DischDisp:Discharge Disposition,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v106_Sts__ptnts_cd,_Sts__ptnts_cd,v106_Sts__ptnts,12048,1,1,,165106,3,147239,2796,v106_Sts__ptnts,,11,Discharge Status,106,DischStat,3,,,v106,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DischStat:Discharge Status,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,DischStat:EX = deceased (expired),v_dischst,,,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,
v106_Sts__ptnts,_Sts__ptnts,,12048,1,1,,165106,3,147239,2796,v106_Sts__ptnts,,11,Discharge Status,106,DischStat,3,,,v106,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,DischStat:Discharge Status,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v107_ktcds_ptnts_tf,_ktcds_ptnts_tf,v107_ktcds_ptnts,10,1,2,,312306,2,39,14834,v107_ktcds_ptnts,4,1,E10.10 - Type 1 diabetes mellitus with ketoacidosis without coma,107,ICD10,2,,,v107,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:E10.10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,
v107_ktcds_ptnts,_ktcds_ptnts,,10,1,2,,312306,2,39,14834,v107_ktcds_ptnts,4,1,E10.10 - Type 1 diabetes mellitus with ketoacidosis without coma,107,ICD10,2,,,v107,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:E10.10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v109_hpglcm__ptnts_tf,_hpglcm__ptnts_tf,v109_hpglcm__ptnts,7,1,2,,312311,3,34,14837,v109_hpglcm__ptnts,3,1,E10.64 - Type 1 diabetes mellitus with hypoglycemia,109,ICD10,3,,,v109,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:E10.64,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,
v109_hpglcm__ptnts,_hpglcm__ptnts,,7,1,2,,312311,3,34,14837,v109_hpglcm__ptnts,3,1,E10.64 - Type 1 diabetes mellitus with hypoglycemia,109,ICD10,3,,,v109,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:E10.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v110_hprsmlrt_tf,_hprsmlrt_tf,v110_hprsmlrt,5,1,1,,312335,2,10,14839,v110_hprsmlrt,3,2,E11.0 - Type 2 diabetes mellitus with hyperosmolarity,110,ICD10,2,,,v110,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:E11.0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,
v110_hprsmlrt,_hprsmlrt,,5,1,1,,312335,2,10,14839,v110_hprsmlrt,3,2,E11.0 - Type 2 diabetes mellitus with hyperosmolarity,110,ICD10,2,,,v110,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:E11.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v111_ktcds_ptnts_tf,_ktcds_ptnts_tf,v111_ktcds_ptnts,2,1,1,,312343,2,2,14842,v111_ktcds_ptnts,2,1,E11.10 - Type 2 diabetes mellitus with ketoacidosis without coma,111,ICD10,2,,,v111,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:E11.10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,
v111_ktcds_ptnts,_ktcds_ptnts,,2,1,1,,312343,2,2,14842,v111_ktcds_ptnts,2,1,E11.10 - Type 2 diabetes mellitus with ketoacidosis without coma,111,ICD10,2,,,v111,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:E11.10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v113_cmplctns_ptnts_tf,_cmplctns_ptnts_tf,v113_cmplctns_ptnts,1,1,1,,312344,1,1,14843,v113_cmplctns_ptnts,1,1,E11.63 - Type 2 diabetes mellitus with oral complications,113,ICD10,1,,,v113,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:E11.63,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,
v113_cmplctns_ptnts,_cmplctns_ptnts,,1,1,1,,312344,1,1,14843,v113_cmplctns_ptnts,1,1,E11.63 - Type 2 diabetes mellitus with oral complications,113,ICD10,1,,,v113,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:E11.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v114_hpglcm__ptnts_tf,_hpglcm__ptnts_tf,v114_hpglcm__ptnts,18,1,2,,312317,3,28,14826,v114_hpglcm__ptnts,4,1,E11.64 - Type 2 diabetes mellitus with hypoglycemia,114,ICD10,3,,,v114,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:E11.64,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,
v114_hpglcm__ptnts,_hpglcm__ptnts,,18,1,2,,312317,3,28,14826,v114_hpglcm__ptnts,4,1,E11.64 - Type 2 diabetes mellitus with hypoglycemia,114,ICD10,3,,,v114,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:E11.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v118_Adsn_ptnts_tf,_Adsn_ptnts_tf,v118_Adsn_ptnts,1,1,1,,312344,1,1,14843,v118_Adsn_ptnts,1,1,E27.2 - Addisonian crisis,118,ICD10,1,,,v118,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:E27.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v118_Adsn_ptnts,_Adsn_ptnts,,1,1,1,,312344,1,1,14843,v118_Adsn_ptnts,1,1,E27.2 - Addisonian crisis,118,ICD10,1,,,v118,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:E27.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v119_Dhdrtn__ptnts_tf,_Dhdrtn__ptnts_tf,v119_Dhdrtn__ptnts,90,1,2,,312220,3,125,14754,v119_Dhdrtn__ptnts,4,1,E86.0 - Dehydration,119,ICD10,4,,,v119,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:E86.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v119_Dhdrtn__ptnts,_Dhdrtn__ptnts,,90,1,2,,312220,3,125,14754,v119_Dhdrtn__ptnts,4,1,E86.0 - Dehydration,119,ICD10,4,,,v119,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:E86.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v120_ovrld__ptnts_tf,_ovrld__ptnts_tf,v120_ovrld__ptnts,26,1,2,,312314,2,31,14818,v120_ovrld__ptnts,5,2,E87.7 - Fluid overload,120,ICD10,2,,,v120,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ICD10:E87.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v120_ovrld__ptnts,_ovrld__ptnts,,26,1,2,,312314,2,31,14818,v120_ovrld__ptnts,5,2,E87.7 - Fluid overload,120,ICD10,2,,,v120,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ICD10:E87.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
